customer_id,amount,time
41,0.8300000000000001,0
55,34.56,0
63,13.23,0
134,19.51,0
151,18.97,0
174,33.9,0
253,0.22,0
257,18.59,0
299,18.01,0
316,19.11,0
392,36.19,0
404,6.46,0
407,5.02,0
425,28.39,0
433,28.08,0
454,0.75,0
565,1.02,0
611,13.57,0
672,10.22,0
707,31.42,0
712,27.89,0
714,4.2,0
762,13.05,0
764,1.16,0
793,38.38,0
801,4.08,0
809,5.78,0
826,14.27,0
865,11.52,0
874,13.93,0
975,18.97,0
1036,4.05,0
1044,30.03,0
1092,21.84,0
1125,10.37,0
1201,1.21,0
1227,5.46,0
1251,7.4,0
1252,2.95,0
1319,19.82,0
1333,11.83,0
1420,5.31,0
1451,2.44,0
1454,3.26,0
1501,24.8,0
1537,1.23,0
1581,17.0,0
1610,5.95,0
1619,11.76,0
1702,3.45,0
1704,6.32,0
1727,1.3900000000000001,0
1774,18.98,0
1794,4.27,0
1859,4.26,0
1898,0.05,0
1904,24.98,0
2013,18.05,0
2032,14.74,0
2043,15.72,0
2066,12.88,0
2073,18.57,0
2114,7.61,0
2117,6.11,0
2127,8.66,0
2140,8.99,0
2157,3.4,0
2184,2.41,0
2209,24.38,0
2214,18.11,0
2227,1.22,0
2231,1.33,0
2282,25.07,0
2314,22.22,0
2388,7.66,0
2407,18.47,0
2408,12.72,0
2560,13.37,0
2565,11.62,0
2610,5.62,0
2611,2.41,0
2622,13.42,0
2675,0.23,0
2691,13.01,0
2715,21.34,0
2741,39.64,0
2780,0.54,0
2785,26.47,0
2789,1.0,0
2845,2.89,0
2878,9.33,0
2893,14.93,0
2917,3.69,0
2950,2.04,0
2956,2.49,0
3003,2.04,0
3031,4.43,0
3055,11.29,0
3056,16.34,0
3068,2.08,0
3110,2.26,0
3161,9.96,0
3166,8.55,0
3177,22.87,0
3222,24.72,0
3227,7.51,0
3244,2.31,0
3255,2.65,0
3333,2.24,0
3355,1.6800000000000002,0
3367,17.17,0
3385,1.7000000000000002,0
3389,1.01,0
3398,12.09,0
3458,0.52,0
3493,6.15,0
3524,1.06,0
3526,12.07,0
3598,0.8,0
3638,1.26,0
3701,4.85,0
3837,20.46,0
3846,33.56,0
3975,23.29,0
4115,2.18,0
4120,1.13,0
4131,1.51,0
4161,26.11,0
4162,6.52,0
4176,8.57,0
4188,5.98,0
4233,10.56,0
4240,8.27,0
4288,26.5,0
4292,9.08,0
4303,21.4,0
4323,19.53,0
4328,3.5300000000000002,0
4359,14.57,0
4443,24.26,0
4464,16.76,0
4502,2.06,0
4512,6.13,0
4564,11.1,0
4577,16.32,0
4582,0.16,0
4586,3.8,0
4636,10.96,0
4640,0.7000000000000001,0
4641,0.05,0
4660,3.18,0
4664,4.32,0
4696,37.34,0
4725,27.55,0
4753,15.22,0
4771,0.62,0
4789,13.67,0
4862,1.42,0
4874,23.03,0
4896,22.19,0
4905,2.95,0
4976,8.1,0
4988,1.34,0
5014,5.75,0
5050,0.30000000000000004,0
5078,4.35,0
5095,0.30000000000000004,0
5105,22.37,0
5107,4.34,0
5168,9.91,0
5197,5.75,0
5215,25.79,0
5221,20.18,0
5248,12.06,0
5316,7.58,0
5324,17.89,0
5334,34.01,0
5339,16.38,0
5350,23.08,0
5375,10.25,0
5381,1.8,0
5447,21.97,0
5467,13.37,0
5485,16.62,0
5486,32.61,0
5515,34.88,0
5536,7.48,0
5544,8.83,0
5564,10.71,0
5583,2.33,0
5585,10.24,0
5592,0.19,0
5631,18.74,0
5663,25.96,0
5678,1.78,0
5734,8.11,0
5746,26.81,0
5766,2.38,0
5797,1.09,0
5807,2.24,0
5809,11.81,0
5820,16.92,0
5835,8.71,0
5854,12.36,0
5925,6.72,0
5929,17.64,0
6004,3.15,0
6020,0.54,0
6059,4.93,0
6095,1.7000000000000002,0
6116,0.51,0
6122,18.92,0
6128,19.38,0
6143,5.62,0
6154,5.93,0
6196,2.19,0
6216,19.79,0
6294,1.88,0
6350,0.2,0
6400,17.12,0
6406,16.68,0
6462,14.51,0
6465,0.7000000000000001,0
6470,18.6,0
6486,45.09,0
6535,19.01,0
6547,16.51,0
6573,11.46,0
6599,25.14,0
6646,0.13,0
6657,17.56,0
6663,2.66,0
6677,16.29,0
6681,1.11,0
6687,0.11,0
6725,28.97,0
6735,20.5,0
6776,0.06,0
6778,3.33,0
6783,14.07,0
6807,25.14,0
6827,7.71,0
6829,7.55,0
6831,3.29,0
6861,1.27,0
6885,10.8,0
6891,11.03,0
6928,11.09,0
6955,5.85,0
6982,21.02,0
7005,28.16,0
7011,13.03,0
7018,0.74,0
7022,8.58,0
7062,1.22,0
7079,11.57,0
7114,9.07,0
7117,9.81,0
7131,1.6600000000000001,0
7139,20.47,0
7144,16.6,0
7182,8.97,0
7194,4.14,0
7285,25.37,0
7322,21.46,0
7323,13.1,0
7335,2.15,0
7359,22.92,0
7386,2.69,0
7387,3.96,0
7397,34.73,0
7403,27.52,0
7428,23.51,0
7437,12.54,0
7495,1.57,0
7533,5.15,0
7554,16.3,0
7562,16.58,0
7569,10.81,0
7572,2.35,0
7661,14.09,0
7679,5.36,0
7712,17.36,0
7733,5.29,0
7751,13.13,0
7755,6.14,0
7766,2.89,0
7821,1.87,0
7843,2.61,0
7902,28.82,0
7947,5.48,0
7987,14.73,0
8023,18.39,0
8038,6.25,0
8086,40.06,0
8156,0.30000000000000004,0
8177,6.25,0
8186,4.55,0
8228,10.02,0
8246,5.29,0
8308,9.12,0
8333,16.89,0
8374,0.54,0
8434,1.67,0
8506,21.31,0
8507,12.98,0
8525,22.73,0
8579,19.68,0
8584,6.13,0
8637,8.71,0
8669,10.99,0
8695,13.18,0
8699,13.48,0
8714,0.38,0
8722,7.44,0
8762,2.36,0
8769,8.51,0
8844,11.26,0
8868,1.05,0
8876,8.44,0
8922,20.27,0
8923,7.99,0
8927,11.4,0
8960,0.9,0
8967,3.79,0
8999,21.7,0
9018,12.42,0
9047,3.81,0
9051,7.12,0
9055,26.15,0
9063,2.91,0
9118,4.13,0
9140,4.36,0
9203,16.29,0
9227,7.72,0
9265,4.51,0
9298,2.79,0
9301,8.75,0
9325,16.91,0
9389,17.99,0
9431,3.37,0
9475,3.87,0
9480,29.37,0
9501,9.49,0
9505,24.01,0
9545,17.76,0
9588,2.42,0
9601,1.3,0
9603,0.36,0
9606,30.51,0
9609,11.81,0
9621,12.41,0
9624,0.47000000000000003,0
9678,6.67,0
9697,27.23,0
9705,3.47,0
9718,1.47,0
9733,33.74,0
9750,4.32,0
9755,14.93,0
9802,6.05,0
9823,1.37,0
9889,0.89,0
9892,1.49,0
9938,16.78,0
9949,17.0,0
10007,2.65,0
10022,4.14,0
10051,14.88,0
10086,17.48,0
10163,1.01,0
10175,2.62,0
10191,13.06,0
10217,9.82,0
10227,6.83,0
10235,1.16,0
10269,4.37,0
10297,30.2,0
10352,2.4,0
10359,1.98,0
10393,16.87,0
10436,2.15,0
10438,0.98,0
10452,1.11,0
10456,3.85,0
10520,0.8,0
10551,11.71,0
10554,19.74,0
10559,3.8,0
10573,1.63,0
10577,3.8200000000000003,0
10615,4.3,0
10644,4.68,0
10668,0.65,0
10669,14.25,0
10681,4.23,0
10700,17.43,0
10766,16.1,0
10793,20.5,0
10815,8.89,0
10849,2.29,0
10858,26.8,0
10864,2.07,0
10890,23.5,0
10906,2.76,0
10907,21.71,0
10928,6.99,0
10937,2.66,0
10942,2.48,0
10970,23.92,0
11076,0.63,0
11113,8.07,0
11122,17.95,0
11146,1.29,0
11184,4.06,0
11187,12.76,0
11214,7.01,0
11249,17.7,0
11275,7.75,0
11282,2.87,0
11325,2.76,0
11339,10.6,0
11342,27.49,0
11385,15.71,0
11497,28.5,0
11503,0.96,0
11510,19.86,0
11557,11.37,0
11568,9.62,0
11583,27.71,0
11598,2.23,0
11610,4.9,0
11622,3.5300000000000002,0
11623,37.92,0
11640,1.8900000000000001,0
11644,10.07,0
11682,30.33,0
11686,20.74,0
11695,1.34,0
11731,3.54,0
11758,0.2,0
11978,2.73,0
12047,6.78,0
12069,29.99,0
12099,23.51,0
12116,0.71,0
12131,18.69,0
12143,0.48,0
12156,27.97,0
12166,9.09,0
12223,3.11,0
12238,15.0,0
12242,4.18,0
12247,5.49,0
12343,0.47000000000000003,0
12402,12.42,0
12407,12.28,0
12487,19.9,0
12505,15.7,0
12566,6.37,0
12574,12.05,0
12575,14.67,0
12577,37.12,0
12579,26.68,0
12598,3.11,0
12631,2.51,0
12645,11.09,0
12656,1.02,0
12717,12.81,0
12763,0.41000000000000003,0
12767,12.87,0
12791,2.76,0
12804,4.78,0
12812,17.39,0
12828,2.38,0
12835,6.4,0
12908,21.22,0
12974,24.01,0
12978,1.04,0
13038,27.14,0
13063,14.58,0
13064,5.4,0
13066,25.18,0
13071,4.46,0
13072,12.59,0
13095,0.18,0
13108,15.15,0
13142,13.26,0
13146,3.48,0
13197,19.86,0
13201,1.18,0
13204,13.53,0
13273,0.11,0
13279,6.32,0
13305,5.88,0
13306,21.4,0
13328,4.37,0
13349,38.34,0
13353,1.87,0
13397,2.12,0
13406,6.85,0
13549,23.9,0
13582,2.5300000000000002,0
13596,2.79,0
13628,24.64,0
13709,16.05,0
13716,0.61,0
13717,1.44,0
13757,1.1400000000000001,0
13799,14.43,0
13800,13.16,0
13823,1.72,0
13869,21.11,0
13941,1.75,0
13960,2.06,0
14032,8.64,0
14042,2.65,0
14067,24.97,0
14069,2.7800000000000002,0
14096,3.96,0
14106,21.65,0
14180,6.88,0
14251,1.8,0
14301,3.13,0
14319,0.05,0
14394,19.54,0
14417,3.32,0
14427,21.72,0
14466,0.2,0
14497,15.28,0
14510,1.37,0
14525,9.39,0
14543,27.69,0
14544,0.71,0
14565,0.73,0
14595,13.45,0
14625,11.66,0
14651,28.38,0
14671,28.91,0
14701,15.04,0
14707,21.9,0
14727,10.76,0
14737,16.56,0
14762,11.36,0
14765,18.37,0
14779,16.73,0
14789,26.47,0
14792,44.27,0
14795,19.05,0
14799,3.54,0
14844,13.2,0
14850,4.98,0
14854,5.87,0
14855,3.46,0
14871,5.38,0
14885,19.12,0
14938,17.42,0
14980,8.25,0
15002,20.81,0
15004,0.6900000000000001,0
15020,20.95,0
15048,1.9100000000000001,0
15100,37.18,0
15126,19.01,0
15138,8.89,0
15143,3.23,0
15191,24.94,0
15195,2.3,0
15211,1.6,0
15325,20.18,0
15333,29.42,0
15373,16.91,0
15398,2.9699999999999998,0
15424,11.11,0
15438,13.56,0
15471,27.31,0
15502,24.27,0
15595,12.36,0
15603,0.08,0
15622,0.33,0
15641,33.67,0
15654,4.87,0
15669,0.22,0
15683,15.64,0
15702,1.45,0
15773,2.66,0
15802,15.35,0
15805,1.13,0
15822,12.28,0
15875,16.18,0
15921,19.46,0
15937,0.43,0
15998,7.83,0
16006,1.62,0
16044,9.48,0
16062,24.8,0
16085,4.33,0
16115,3.04,0
16127,27.38,0
16176,11.93,0
16178,13.19,0
16195,26.21,0
16196,0.52,0
16247,0.6000000000000001,0
16281,17.07,0
16336,22.84,0
16405,1.8,0
16433,1.12,0
16454,4.01,0
16555,25.14,0
16584,4.01,0
16614,24.34,0
16653,9.67,0
16674,15.82,0
16697,1.76,0
16724,15.47,0
16738,7.59,0
16768,17.04,0
16772,14.89,0
16793,10.65,0
16804,1.44,0
16806,0.55,0
16810,43.26,0
16828,30.15,0
16847,11.05,0
16864,18.82,0
16884,195.24,0
16925,4.51,0
16937,17.5,0
16941,4.07,0
16972,8.8,0
16992,4.31,0
16994,3.12,0
35,19.88,6
41,1.44,6
48,2.63,6
124,7.32,6
135,24.25,6
222,23.27,6
224,21.22,6
246,6.97,6
271,14.4,6
273,27.87,6
275,17.78,6
287,17.78,6
316,16.03,6
335,7.4,6
339,8.39,6
357,7.62,6
402,13.05,6
436,18.46,6
479,14.06,6
508,19.79,6
518,0.26,6
549,24.67,6
568,7.94,6
599,1.1400000000000001,6
605,0.17,6
642,22.84,6
653,1.6099999999999999,6
670,12.89,6
703,4.08,6
752,3.32,6
775,11.09,6
788,18.26,6
808,11.72,6
825,2.55,6
844,24.25,6
864,7.72,6
871,4.54,6
936,1.43,6
941,21.53,6
954,17.86,6
956,25.34,6
990,1.76,6
1032,5.69,6
1076,21.22,6
1088,23.33,6
1115,26.76,6
1124,5.34,6
1152,2.19,6
1167,1.03,6
1177,17.39,6
1229,21.51,6
1248,0.29,6
1275,12.52,6
1276,1.53,6
1288,5.39,6
1312,8.72,6
1326,9.49,6
1333,15.53,6
1377,1.6,6
1391,24.81,6
1418,15.11,6
1427,38.59,6
1431,0.07,6
1439,1.77,6
1444,5.46,6
1451,4.63,6
1453,7.5600000000000005,6
1477,11.21,6
1485,2.38,6
1489,8.24,6
1534,23.09,6
1574,0.30000000000000004,6
1578,0.36,6
1673,28.03,6
1682,1.76,6
1684,0.8200000000000001,6
1695,29.72,6
1697,4.16,6
1721,18.83,6
1767,1.8399999999999999,6
1771,1.31,6
1794,6.33,6
1820,35.62,6
1862,24.89,6
1872,14.24,6
1876,0.47000000000000003,6
1891,23.06,6
1900,5.18,6
1991,15.21,6
1996,8.21,6
2040,16.46,6
2078,3.04,6
2102,6.77,6
2110,20.59,6
2167,35.02,6
2185,0.25,6
2187,4.72,6
2189,26.4,6
2200,6.09,6
2215,3.25,6
2227,1.3,6
2231,6.07,6
2255,39.71,6
2266,25.39,6
2272,2.7800000000000002,6
2282,30.93,6
2293,25.91,6
2298,8.69,6
2300,13.35,6
2334,13.99,6
2381,11.72,6
2411,14.36,6
2417,0.11,6
2465,4.41,6
2468,19.33,6
2488,1.83,6
2491,28.59,6
2520,23.76,6
2534,11.25,6
2557,15.21,6
2576,14.54,6
2597,5.8,6
2600,2.06,6
2619,34.47,6
2672,1.05,6
2679,23.16,6
2684,3.77,6
2690,2.38,6
2713,0.64,6
2747,0.05,6
2823,3.43,6
2826,18.14,6
2867,1.07,6
2871,14.26,6
2878,8.89,6
2886,0.47000000000000003,6
2914,4.9,6
2920,1.51,6
2938,7.67,6
2954,17.44,6
2974,3.5300000000000002,6
3013,12.87,6
3111,11.39,6
3135,40.67,6
3146,2.25,6
3151,4.21,6
3177,28.53,6
3187,8.6,6
3215,3.14,6
3219,22.11,6
3244,3.52,6
3245,14.38,6
3275,13.25,6
3316,19.85,6
3324,4.96,6
3353,19.46,6
3369,5.17,6
3391,1.53,6
3420,2.04,6
3451,16.75,6
3454,6.79,6
3492,5.29,6
3508,0.66,6
3546,14.6,6
3593,22.76,6
3596,1.03,6
3609,20.23,6
3611,5.15,6
3638,4.11,6
3651,6.74,6
3654,15.26,6
3655,8.12,6
3663,15.32,6
3674,20.17,6
3696,31.7,6
3703,17.49,6
3718,14.45,6
3805,3.59,6
3854,3.68,6
3916,12.09,6
3930,9.97,6
3931,23.38,6
3961,31.23,6
3973,27.41,6
3990,25.62,6
4024,42.36,6
4063,23.71,6
4094,16.05,6
4115,3.15,6
4127,2.98,6
4131,0.56,6
4156,2.2,6
4161,18.36,6
4187,17.3,6
4205,37.07,6
4279,8.07,6
4280,1.9500000000000002,6
4333,14.7,6
4353,3.76,6
4357,16.3,6
4360,13.9,6
4361,1.75,6
4394,25.08,6
4398,5.65,6
4445,8.34,6
4447,3.03,6
4472,5.79,6
4489,0.65,6
4546,8.74,6
4555,23.77,6
4558,0.51,6
4568,31.89,6
4576,20.06,6
4583,22.51,6
4628,1.97,6
4641,0.05,6
4650,3.15,6
4660,3.91,6
4663,10.74,6
4684,17.08,6
4697,1.7000000000000002,6
4709,1.17,6
4715,2.06,6
4750,17.12,6
4775,4.71,6
4795,9.53,6
4805,14.71,6
4818,16.15,6
4846,25.65,6
4850,0.22,6
4868,17.95,6
4899,0.65,6
4906,14.54,6
4915,5.59,6
4918,11.49,6
4963,1.7000000000000002,6
4990,8.25,6
5050,8.13,6
5052,11.44,6
5084,4.06,6
5137,25.57,6
5141,11.98,6
5149,1.97,6
5203,3.98,6
5237,2.61,6
5241,6.87,6
5243,20.98,6
5250,2.93,6
5300,6.91,6
5442,44.54,6
5469,2.91,6
5485,14.7,6
5486,23.22,6
5517,4.43,6
5548,1.73,6
5556,14.22,6
5563,21.34,6
5571,5.25,6
5582,4.08,6
5583,1.71,6
5611,1.9,6
5639,4.74,6
5655,0.08,6
5662,7.59,6
5675,2.7199999999999998,6
5697,2.13,6
5700,20.71,6
5701,16.43,6
5762,5.88,6
5775,0.7000000000000001,6
5782,11.2,6
5789,7.36,6
5810,2.79,6
5827,30.91,6
5837,12.5,6
5856,16.34,6
5907,2.35,6
5909,8.24,6
5916,33.24,6
5927,21.8,6
5961,14.21,6
5962,8.77,6
6002,3.5700000000000003,6
6019,24.94,6
6026,22.48,6
6086,30.84,6
6189,10.93,6
6247,1.34,6
6254,18.5,6
6275,3.2,6
6284,9.09,6
6286,0.38,6
6294,0.66,6
6296,14.43,6
6311,13.73,6
6345,9.8,6
6363,3.86,6
6396,19.43,6
6401,5.18,6
6406,5.51,6
6417,1.08,6
6422,12.02,6
6435,7.8,6
6447,7.69,6
6464,1.48,6
6469,19.46,6
6545,18.5,6
6558,0.28,6
6571,4.31,6
6572,19.09,6
6577,7.11,6
6595,16.03,6
6614,16.18,6
6636,1.03,6
6638,19.13,6
6698,26.62,6
6705,3.5700000000000003,6
6725,30.41,6
6779,14.75,6
6781,9.36,6
6798,12.18,6
6810,9.53,6
6812,14.9,6
6847,22.55,6
6874,28.41,6
6887,13.88,6
6907,9.41,6
6923,26.69,6
6943,22.17,6
6953,16.56,6
6961,15.65,6
6980,34.51,6
7012,17.22,6
7026,10.75,6
7055,16.84,6
7057,27.39,6
7067,13.78,6
7086,28.52,6
7099,11.92,6
7114,11.36,6
7122,21.9,6
7135,26.18,6
7139,20.47,6
7185,9.29,6
7197,10.32,6
7207,8.4,6
7210,18.91,6
7251,12.81,6
7313,10.38,6
